type	px	py	v	yaw_angle	yaw_rate	vx	vy	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
R	7.14713	-4.42859	-2.75335	2.32273	0.833001	1.88068	-2.01097	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	2.43765
L	7.21067	-4.5719	-2.77024	2.32748	0.793475	1.90181	-2.01428	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	2.36353
R	7.27641	-4.67726	-2.74016	2.33969	0.759625	1.90536	-1.96929	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	4.80265
L	7.34184	-4.81004	-2.74931	2.34462	0.725434	1.92143	-1.96642	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.48017
R	7.42389	-4.92639	-2.72956	2.36145	0.698338	1.94022	-1.91992	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	2.79899
L	7.48252	-5.08183	-2.73702	2.34979	0.647651	1.92293	-1.94772	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	2.86052
R	7.58318	-5.19736	-2.77393	2.38199	0.653409	2.01141	-1.91021	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	6.82863
L	7.64284	-5.34822	-2.78658	2.36584	0.603508	1.98931	-1.95132	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	2.95402
R	7.7136	-5.4527	-2.75517	2.37074	0.573611	1.97633	-1.91966	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	5.62655
L	7.77036	-5.59355	-2.75895	2.35532	0.529536	1.94916	-1.95258	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	2.1022
R	7.87103	-5.71359	-2.77081	2.37582	0.522828	1.99734	-1.92043	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.57093
L	7.93971	-5.8729	-2.77923	2.35643	0.474563	1.96567	-1.96475	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	2.43698
R	8.01418	-5.98404	-2.73536	2.35598	0.442796	1.93378	-1.9346	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	9.43931
L	8.07654	-6.13595	-2.73656	2.33527	0.398443	1.89413	-1.97511	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	1.90033
R	8.17367	-6.25193	-2.73558	2.34863	0.389657	1.91967	-1.94892	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.266544
L	8.24941	-6.38767	-2.73484	2.3405	0.360795	1.90324	-1.96393	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.803598
R	8.35904	-6.50501	-2.75215	2.3592	0.361303	1.9519	-1.94021	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.18125
L	8.43031	-6.64877	-2.75307	2.3424	0.325632	1.91967	-1.97339	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	1.17335
R	8.52156	-6.7651	-2.74085	2.3466	0.310533	1.91938	-1.95659	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.39772
L	8.5785	-6.92125	-2.7407	2.31558	0.263867	1.85769	-2.01506	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.97919
R	8.66636	-7.04234	-2.73437	2.31618	0.249329	1.85459	-2.0093	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.786815
L	8.70928	-7.21396	-2.73641	2.27077	0.192118	1.76279	-2.09296	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	2.90959
R	8.79272	-7.32755	-2.74073	2.27379	0.186162	1.7719	-2.09093	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.340957
L	8.84717	-7.46649	-2.7421	2.24936	0.15355	1.72115	-2.13465	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.993481
R	8.92852	-7.58954	-2.7354	2.24699	0.14213	1.71189	-2.13351	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.491998
L	8.97609	-7.75008	-2.73634	2.21065	0.0995246	1.6338	-2.19505	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.64621
R	9.05056	-7.87676	-2.72731	2.20334	0.0853921	1.61237	-2.19966	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.636698
L	9.08664	-8.0461	-2.72991	2.15857	0.0378483	1.51376	-2.27176	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	2.01066
R	9.15799	-8.17515	-2.72346	2.15082	0.02682	1.49258	-2.27803	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.333284
L	9.21722	-8.31669	-2.72281	2.13294	0.00826475	1.45127	-2.30381	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.325262
R	9.29696	-8.43318	-2.7367	2.14134	0.020561	1.47806	-2.30323	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.59885
L	9.33275	-8.57881	-2.7387	2.10876	-0.011489	1.40329	-2.35187	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.980002
R	9.39928	-8.6987	-2.74124	2.10663	-0.0116503	1.39957	-2.35703	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.343471
L	9.4363	-8.84945	-2.74863	2.07439	-0.0416293	1.32643	-2.4074	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.952201
R	9.47775	-8.98877	-2.7229	2.04157	-0.0810024	1.23505	-2.42669	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	5.24094
L	9.51881	-9.13709	-2.72198	2.01631	-0.100879	1.17296	-2.45629	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.425742
R	9.57469	-9.27345	-2.71846	2.00481	-0.107401	1.14316	-2.46642	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.177783
L	9.6117	-9.42441	-2.71932	1.97861	-0.12659	1.0785	-2.4963	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.370331
R	9.6732	-9.56494	-2.72422	1.97309	-0.124097	1.06661	-2.50673	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.161108
L	9.71356	-9.7167	-2.72812	1.95107	-0.138208	1.01261	-2.53323	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.206918
R	9.78407	-9.84858	-2.74691	1.96089	-0.115544	1.04459	-2.54055	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.81715
L	9.81052	-9.99411	-2.7521	1.93407	-0.13502	0.977908	-2.57249	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.416033
R	9.82832	-10.139	-2.72934	1.89254	-0.179456	0.863087	-2.58928	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.16527
L	9.83926	-10.304	-2.73563	1.8543	-0.205717	0.76521	-2.62643	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.738637
R	9.88316	-10.448	-2.73909	1.84772	-0.19826	0.748854	-2.63474	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.292397
L	9.90529	-10.6056	-2.74412	1.82227	-0.211511	0.682834	-2.65781	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.211892
R	9.91033	-10.755	-2.72837	1.77879	-0.253373	0.563399	-2.66957	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.74439
L	9.9149	-10.9141	-2.73216	1.74622	-0.270444	0.476835	-2.69023	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.338438
R	9.92418	-11.0636	-2.7264	1.71618	-0.289789	0.394978	-2.69764	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.45125
L	9.91606	-11.224	-2.73063	1.67986	-0.308314	0.297226	-2.71441	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.429754
R	9.93368	-11.3622	-2.73473	1.6685	-0.302136	0.266777	-2.72169	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.137206
L	9.92445	-11.5126	-2.74319	1.63743	-0.316069	0.18266	-2.73711	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.3545
R	9.89656	-11.6651	-2.73117	1.58047	-0.369483	0.0264177	-2.73104	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	3.49041
L	9.85861	-11.829	-2.73878	1.5343	-0.392523	-0.0999266	-2.73696	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.805547
R	9.81238	-11.9789	-2.72857	1.47149	-0.447662	-0.270521	-2.71513	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	2.86958
L	9.76094	-12.137	-2.73457	1.42403	-0.467885	-0.399915	-2.70517	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.687303
R	9.67184	-12.2795	-2.72063	1.3288	-0.561368	-0.651976	-2.64135	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	7.22999
L	9.6147	-12.4151	-2.7138	1.28601	-0.573076	-0.762449	-2.6045	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.624174
R	9.47305	-12.5408	-2.699	1.14879	-0.715689	-1.1055	-2.4622	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	15.1413
L	9.39926	-12.6583	-2.6865	1.10209	-0.724202	-1.21359	-2.39677	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.862959
R	9.24823	-12.7737	-2.68704	0.966236	-0.856305	-1.52732	-2.21077	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	12.4513
L	9.13827	-12.8765	-2.67818	0.902886	-0.87229	-1.65873	-2.10269	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	1.23466
R	9.01641	-12.9774	-2.67789	0.822595	-0.915637	-1.82183	-1.96266	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	1.36888
L	8.90084	-13.0646	-2.66776	0.760978	-0.927632	-1.93189	-1.83977	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.910889
R	8.76813	-13.1481	-2.66795	0.682288	-0.963585	-2.07068	-1.68233	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	1.26811
L	8.63185	-13.2252	-2.66684	0.615042	-0.976117	-2.17814	-1.53875	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.683491
R	8.42216	-13.2523	-2.69045	0.438123	-1.14807	-2.43634	-1.1414	8.43462	-13.263	8.4	-13.15	-2.72644	0	21.0465
L	8.2802	-13.2881	-2.67835	0.363445	-1.16108	-2.5034	-0.952145	8.26001	-13.1483	8.25	-13.15	-2.72641	0	1.03254
R	8.11014	-13.2946	-2.69679	0.238167	-1.25412	-2.62066	-0.636232	8.10139	-13.1447	8.1	-13.15	-3.00083	0	6.53222
L	7.97252	-13.2987	-2.68629	0.162514	-1.26813	-2.65089	-0.43464	7.95138	-13.1593	7.95	-13.15	-3.00084	0	1.03481
R	7.84254	-13.333	-2.67274	0.121923	-1.2266	-2.6529	-0.325063	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	1.64945
L	7.6875	-13.3332	-2.67219	0.0449564	-1.23489	-2.66949	-0.120092	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.357828
R	7.51671	-13.2995	-2.69563	-0.0754912	-1.30865	-2.68795	0.203303	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	5.15149
L	7.36747	-13.2602	-2.6884	-0.161332	-1.32297	-2.65349	0.431847	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.749684
R	7.23281	-13.2498	-2.67119	-0.206509	-1.28345	-2.61443	0.547713	7.19553	-13.2012	7.2	-13.15	-2.73035	0	1.98918
L	7.08594	-13.205	-2.67226	-0.283734	-1.28904	-2.56542	0.748079	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.181526
R	6.95007	-13.1725	-2.66251	-0.337766	-1.26533	-2.51207	0.882302	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.734305
L	6.79505	-13.1246	-2.67862	-0.404304	-1.25753	-2.46266	1.05371	6.672	-13.1364	6.65	-13.15	-3.63617	0	0.785014
R	6.67428	-13.1216	-2.62484	-0.400417	-1.15505	-2.41722	1.02317	6.53838	-13.1322	6.55	-13.15	-1.81656	0	16.3337
L	6.53066	-13.0812	-2.63573	-0.449862	-1.13899	-2.37349	1.14612	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.5391
R	6.40084	-13.0271	-2.62637	-0.496546	-1.11599	-2.30919	1.25118	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.999627
L	6.25663	-12.9737	-2.64134	-0.542517	-1.098	-2.26207	1.36371	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.726206
R	6.1292	-12.8658	-2.67229	-0.635237	-1.14183	-2.15101	1.58565	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	3.97504
L	5.98678	-12.7952	-2.69082	-0.679318	-1.11999	-2.09346	1.69054	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	1.04361
R	5.87241	-12.7273	-2.66693	-0.712466	-1.08312	-2.0182	1.74338	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.98302
L	5.72312	-12.6642	-2.68963	-0.737945	-1.04633	-1.98993	1.8095	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	2.06755
R	5.61062	-12.561	-2.70202	-0.797586	-1.05141	-1.88719	1.93376	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.734478
L	5.45567	-12.4872	-2.73044	-0.815587	-1.00825	-1.87156	1.98811	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	2.91039
R	5.34953	-12.3863	-2.72603	-0.860228	-0.995568	-1.77809	2.06631	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.469394
L	5.20984	-12.3001	-2.745	-0.880357	-0.959301	-1.74822	2.1163	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	1.66904
R	5.11953	-12.2041	-2.7391	-0.917994	-0.947845	-1.66377	2.1759	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.434968
L	5.00185	-12.114	-2.75377	-0.938274	-0.919504	-1.62798	2.22102	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	1.05389
R	4.92126	-12.022	-2.72363	-0.965168	-0.894137	-1.5505	2.23921	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	3.78507
L	4.82941	-11.9182	-2.72894	-0.99705	-0.88102	-1.48122	2.29196	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.20129
R	4.74941	-11.7787	-2.77209	-1.05588	-0.900953	-1.36515	2.41265	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	6.04904
L	4.65495	-11.6632	-2.7852	-1.08301	-0.881602	-1.30534	2.46037	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.74966
R	4.59911	-11.5572	-2.74539	-1.11696	-0.867762	-1.20363	2.46748	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.4709
L	4.54255	-11.4354	-2.74313	-1.15976	-0.867506	-1.09605	2.51465	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.0237361
R	4.46574	-11.2746	-2.80022	-1.20857	-0.8693	-0.992283	2.61851	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	12.3568
L	4.42989	-11.1153	-2.8035	-1.27053	-0.882527	-0.829199	2.67806	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.25604
R	4.42909	-10.9763	-2.7452	-1.34293	-0.911313	-0.620146	2.67424	4.39651	-10.8822	4.45	-10.95	0	1.81807	15.5426
L	4.41129	-10.8304	-2.73927	-1.40029	-0.919292	-0.464811	2.69954	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.18776
R	4.40151	-10.685	-2.72877	-1.45877	-0.929337	-0.305042	2.71167	4.493	-10.7885	4.45	-10.7	0	2.72865	0.472429
L	4.40071	-10.5355	-2.72558	-1.51777	-0.937535	-0.144456	2.72175	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.10749
R	4.40792	-10.3859	-2.71975	-1.5788	-0.949051	0.0217756	2.71966	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.216943
L	4.4196	-10.2367	-2.71843	-1.6354	-0.953464	0.175505	2.71276	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.0309429
R	4.44854	-10.0906	-2.7116	-1.70064	-0.969335	0.351088	2.68877	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.384984
L	4.49042	-9.94154	-2.71174	-1.76678	-0.981638	0.528065	2.65983	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.19549
R	4.53546	-9.79382	-2.71207	-1.8319	-0.994642	0.700124	2.62015	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.208091
L	4.59363	-9.64818	-2.7148	-1.89734	-1.00429	0.870826	2.57134	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.151297
R	4.65697	-9.50992	-2.71396	-1.9621	-1.01511	1.0351	2.50881	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.186964
L	4.74198	-9.37231	-2.71823	-2.03384	-1.02909	1.21416	2.43199	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.418851
R	4.77946	-9.23278	-2.72009	-2.05277	-0.978067	1.26084	2.41023	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.05509
L	4.8708	-9.0947	-2.73047	-2.11727	-0.985644	1.41897	2.33281	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.429479
R	4.98424	-8.9782	-2.73178	-2.20413	-1.02709	1.61676	2.20198	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	1.18317
L	5.08828	-8.85822	-2.73675	-2.26732	-1.032	1.75578	2.0993	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.147609
R	5.15394	-8.73086	-2.73262	-2.28297	-0.975937	1.78572	2.06843	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	2.15036
L	5.26902	-8.6115	-2.74488	-2.34201	-0.977925	1.91319	1.96826	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.466045
R	5.34463	-8.48878	-2.73906	-2.35575	-0.923202	1.93594	1.93767	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	2.06357
L	5.45462	-8.38203	-2.74198	-2.40599	-0.922132	2.03297	1.83996	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.0264751
R	5.49423	-8.25733	-2.72052	-2.36622	-0.80001	1.9429	1.90431	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	11.824
L	5.59904	-8.15021	-2.73339	-2.40401	-0.795268	2.02297	1.8382	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.498905
R	5.70507	-8.0399	-2.73627	-2.436	-0.779481	2.08292	1.77444	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0.57547
L	5.82361	-7.93179	-2.74643	-2.47467	-0.773852	2.15794	1.69886	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.350937
R	5.94045	-7.83314	-2.7486	-2.50996	-0.763973	2.21829	1.62295	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.247096
L	6.07471	-7.73503	-2.76281	-2.55127	-0.760739	2.29523	1.53787	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.520829
R	6.16379	-7.63297	-2.75258	-2.54424	-0.694404	2.27591	1.54819	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	3.69481
L	6.28583	-7.54052	-2.76768	-2.574	-0.687426	2.33371	1.48791	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.647138
R	6.39006	-7.43259	-2.75803	-2.56856	-0.624371	2.31746	1.49536	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	3.3131
L	6.52186	-7.33768	-2.76891	-2.59705	-0.61752	2.36843	1.43438	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.380915
R	6.62303	-7.24635	-2.76036	-2.59394	-0.566486	2.35666	1.43727	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	2.36173
L	6.74173	-7.1529	-2.77325	-2.6113	-0.55504	2.39237	1.40267	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.778192
R	6.85855	-7.07708	-2.77381	-2.63285	-0.547507	2.42252	1.35107	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.199432
L	6.97602	-6.99846	-2.77716	-2.65285	-0.54062	2.45202	1.30392	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.245022
R	7.09698	-6.90978	-2.77163	-2.65926	-0.50871	2.45543	1.28561	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	1.09854
L	7.235	-6.82663	-2.78061	-2.68062	-0.501764	2.49037	1.23687	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.289466
R	7.33037	-6.72772	-2.76506	-2.65271	-0.425109	2.44115	1.29858	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	5.3772
L	7.44913	-6.64395	-2.77187	-2.6628	-0.414483	2.46018	1.27703	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.508047
R	7.56855	-6.57385	-2.77027	-2.67406	-0.40069	2.47298	1.24852	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.183794
L	7.68727	-6.50024	-2.77183	-2.68645	-0.393768	2.48965	1.21846	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.237608
R	7.83139	-6.46222	-2.78571	-2.74215	-0.4488	2.56641	1.08339	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	3.39372
L	7.95942	-6.39713	-2.79065	-2.75796	-0.442434	2.5878	1.04451	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.177025
R	8.05969	-6.28746	-2.75862	-2.70121	-0.321191	2.49542	1.17595	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	16.2744
L	8.19136	-6.20856	-2.76037	-2.70935	-0.312432	2.5065	1.15634	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.321694
R	8.29217	-6.09529	-2.7382	-2.65998	-0.217486	2.42672	1.26837	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	8.86804
L	8.41563	-6.01198	-2.7363	-2.66197	-0.208605	2.42755	1.26266	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0.424148
R	8.56283	-5.96284	-2.74589	-2.70426	-0.256095	2.48746	1.16294	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	2.66633
L	8.69253	-5.88733	-2.74541	-2.70996	-0.248548	2.49361	1.14857	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.25607
R	8.82061	-5.81211	-2.74172	-2.71057	-0.232332	2.49096	1.14549	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.570228
L	8.95645	-5.73216	-2.74795	-2.7133	-0.222927	2.49975	1.14126	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.288847
R	9.05039	-5.63097	-2.72914	-2.66566	-0.138555	2.42584	1.25041	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	7.02828
L	9.1686	-5.54604	-2.73599	-2.65942	-0.126367	2.42406	1.26869	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.48798
R	9.28737	-5.45589	-2.72797	-2.63862	-0.0864791	2.39012	1.31496	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	1.50284
L	9.40926	-5.3739	-2.72473	-2.63579	-0.0797005	2.38356	1.32015	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.282425
R	9.48579	-5.22867	-2.69491	-2.53996	0.0648712	2.22172	1.52529	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	19.6371
L	9.60047	-5.12936	-2.69585	-2.52642	0.0739188	2.20163	1.55577	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0.290095
R	9.70335	-5.01873	-2.69004	-2.49126	0.116818	2.14095	1.6287	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	1.59802
L	9.8105	-4.91017	-2.69126	-2.47224	0.128161	2.11055	1.66987	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0.465957
R	9.92032	-4.80914	-2.68945	-2.45054	0.150714	2.07243	1.71411	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.617499
L	10.0228	-4.70294	-2.68722	-2.43316	0.158927	2.04062	1.74843	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.32396
R	10.1144	-4.60386	-2.68475	-2.41164	0.176487	2.0007	1.79028	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.417092
L	10.2052	-4.4982	-2.68658	-2.39226	0.185782	1.96696	1.82996	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.344336
R	10.2855	-4.36706	-2.68033	-2.33952	0.244876	1.86342	1.92662	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	2.96823
L	10.3781	-4.24187	-2.68421	-2.31402	0.255382	1.81632	1.97636	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.427732
R	10.483	-4.13842	-2.6859	-2.31372	0.233185	1.81687	1.97815	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	0.763996
L	10.5767	-4.01239	-2.69205	-2.29119	0.241457	1.7759	2.0232	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.30123
R	10.678	-3.90364	-2.69368	-2.28585	0.228911	1.76613	2.03389	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.200301
L	10.7694	-3.7823	-2.69602	-2.2674	0.233958	1.72981	2.06792	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.104357
R	10.867	-3.66821	-2.69792	-2.25636	0.231655	1.70807	2.08837	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.0618972
L	10.9559	-3.53372	-2.7073	-2.23371	0.239851	1.66611	2.1339	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.386729
R	11.0066	-3.3812	-2.7031	-2.15788	0.331263	1.49735	2.25049	11.1095	-3.32648	11	-3.3	0.908632	2.72588	7.0594
L	11.0792	-3.23834	-2.71024	-2.12854	0.340628	1.43447	2.2995	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.406248
R	11.1264	-3.08731	-2.70924	-2.07026	0.394922	1.29759	2.37828	10.9851	-2.95299	11.1	-3	0.909905	2.72971	2.36549
L	11.1878	-2.93766	-2.71729	-2.03786	0.403732	1.22351	2.42625	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.415642
R	11.1824	-2.7565	-2.71573	-1.92147	0.537995	0.932941	2.55045	11.0233	-2.67356	11.15	-2.7	0	2.72847	13.2217
L	11.2154	-2.60371	-2.71643	-1.8803	0.54806	0.827391	2.58735	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.482414
R	11.2202	-2.43703	-2.72083	-1.79638	0.626609	0.608577	2.6519	11.2541	-2.42353	11.15	-2.4	0	2.72732	4.58689
L	11.2362	-2.28484	-2.71888	-1.75279	0.634748	0.492097	2.67397	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.35291
R	11.3344	-2.17275	-2.70751	-1.81846	0.485893	0.66372	2.6249	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	17.1394
L	11.3642	-2.01481	-2.71625	-1.78605	0.489727	0.580178	2.65357	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.26881
R	11.3135	-1.83877	-2.72252	-1.65657	0.640598	0.233226	2.71252	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	17.5708
L	11.3094	-1.68091	-2.72505	-1.612	0.648332	0.112262	2.72274	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.350138
R	11.3103	-1.52972	-2.72619	-1.57235	0.654336	0.00423495	2.72618	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.0388188
